Latitude,Longitude
-6.860866098915075,107.58916357431818
-6.915905890225415,107.60274178705653
-6.9289724131148205,107.64332918731405
-6.9478438303587895,107.65822007687017
-6.92379317460803,107.66994151552358
-6.954326899859158,107.6563046643198
-6.944054741690506,107.58949768149793
-6.947019514599173,107.67826562392176
-6.927734249089171,107.56548276854369
-6.934831652781463,107.61472616228265
-6.934266185069784,107.68945579204238
-6.896934822674665,107.58838794007609
-6.955133108231573,107.5880124596601
-6.866074270343673,107.60541935010102
-6.95569399176559,107.61452934050808
-6.924604853901056,107.67311022841176
-6.942245027495064,107.55722254240351
-6.959540750397364,107.60146792322287
-6.946138037621246,107.59031494133572
-6.9135265091956475,107.65794325389474
-6.920615502804761,107.63815457947163
-6.946577738489243,107.60716933920554
-6.934346555453625,107.58990414565709
-6.9067430295577665,107.61157372150777
-6.906841412205303,107.64383218953724
-6.925543668354284,107.67605629600028
-6.943194085281517,107.62648612116
-6.956100245126908,107.6755260108025
-6.921504845016255,107.64341848171412
-6.940038814489784,107.61888217791109
-6.929327139258677,107.6525381141548
-6.897599155672525,107.60088495064596
-6.956546537960048,107.59980640819529
-6.891801313472792,107.64661276234867
-6.941045372210269,107.63544478140317
-6.908536396524563,107.64030763503892
-6.919310256803715,107.67582219004098
-6.91806671554023,107.63751303459462
-6.931267656596809,107.63748433870579
-6.885474402012012,107.59621189892493
-6.86469044227015,107.59581400099837
-6.889752415987837,107.56265844606015
-6.910308478526841,107.69886949827729
-6.9034316055653875,107.66208336280019
-6.959148360427186,107.70966135223058
-6.930857018716148,107.5672121125847
-6.902965080538832,107.64346590498334
-6.878306385385761,107.59719815711043
-6.914100924000453,107.56953411071544
-6.913848666355875,107.64083061209905
-6.93042447878015,107.67892613732367
-6.854402420807499,107.59684536078878
-6.952820778011631,107.62862193478375
-6.899940017591246,107.68005903558408
-6.8939911494872215,107.63899431199033
-6.945442050606061,107.68168777526418
-6.930775428723619,107.58701676631173
-6.953305882392621,107.58178745375939
-6.929698352598785,107.67541153723786
-6.958311734593739,107.65956900965821
-6.872031332488102,107.60293543871127
-6.8671987260965786,107.59372381005988
-6.8490434278027745,107.6008300077653
-6.940188151745457,107.66876712115291
-6.9000019961974255,107.72169477747086
-6.932746840924817,107.55230143032531
-6.940556116687692,107.6316193735202
-6.900677146059913,107.60477179635784
-6.957340952442019,107.69303331510179
-6.9470260242102695,107.61491555464454
-6.9249059330046965,107.61062199151652
-6.910538184742506,107.58268336598962
-6.956878000585353,107.57931687606302
-6.86078313280598,107.60399425428295
-6.894225004846174,107.5974346902437
-6.9054375813048905,107.72795744987039
-6.942427069532083,107.64707134927954
-6.917669768037248,107.68334548799808
-6.937387223359013,107.71433071247695
-6.931267455116841,107.65035060317624
-6.958188551447659,107.6997052502892
-6.946589545658075,107.657173099476
-6.910287789408634,107.62674062236556
-6.951239716264724,107.64839592683433
-6.94203153378941,107.71001762777638
-6.954563134380383,107.64317928593395
-6.912953891821654,107.58355973704462
-6.934174831185946,107.6014557654361
-6.945549184588706,107.67627862213259
-6.932709119064955,107.70734755600395
-6.894797716893983,107.60334606810399
-6.967806771324722,107.67657580851203
-6.920667722327644,107.66811369920025
-6.9517862042116425,107.6844618465086
-6.954042387820093,107.69141700817259
-6.906705763470639,107.71961873330727
-6.930424258614367,107.60614147740338
-6.874897953575973,107.60259367814245
-6.921316732007267,107.60765127551367
-6.852951188820239,107.59920940331705
-6.879390095371296,107.57591101896716
-6.91987948040321,107.64076510720295
-6.907261262559451,107.64561684996585
-6.853763024768366,107.60952370055381
-6.920829838811456,107.613633093716
-6.874795434255736,107.61190471149797
-6.90369671040626,107.65968516371935
-6.898211011257122,107.58544952601619
-6.935886217454985,107.71221108888508
-6.937284603315647,107.6510601919494
-6.865941272728072,107.58399070268328
-6.956065668773404,107.66676609980155
-6.95709898033885,107.63985518781682
-6.939540444287616,107.65535894381381
-6.923206103539978,107.6363403475035
-6.951878552874451,107.56789800850223
-6.895602459765348,107.68060376898961
-6.920012609858192,107.67972322977165
-6.942313509595073,107.6799563264547
-6.916964434394955,107.66162457856454
-6.9022048817076955,107.69130583971113
-6.876131180101121,107.60385345063833
-6.901416280400117,107.59505246310414
-6.9187302053692115,107.69511980421436
-6.928101604752236,107.6139820763132
-6.923467044444384,107.70515007511501
-6.87135903124928,107.57988571154942
-6.900960489297043,107.61309527046355
-6.928257580929514,107.66503523970383
-6.951670021312457,107.56384517738462
-6.9301461212222,107.68316358370193
-6.923572885714164,107.6589825694746
-6.952150294092383,107.69266117643491
-6.917116529544357,107.61693312903638
-6.925193337767816,107.61938945932802
-6.9184783016376405,107.63041321361102
-6.881326996204705,107.59506845303156
-6.9204822717656205,107.70977524281024
-6.900005144282081,107.66094770880771
-6.9258061286159815,107.64348974079395
-6.917383023743846,107.7030857429894
-6.921958201946767,107.63829911310916
-6.937277376577717,107.55596460821651
-6.902747866091862,107.73255511442272
-6.898691359512088,107.57939956056659
-6.904914571277146,107.57543751257236
-6.880886950626317,107.62492813930125
-6.919242874936164,107.632143617523
-6.9248128683630545,107.65811015795217
-6.954307523998167,107.65980339609908
-6.884205745732649,107.59896585875192
-6.91982540596954,107.69777909422614
-6.934456708427869,107.67226763794083
-6.88172460412251,107.6087056566549
-6.909137103586568,107.6030344073
-6.895515561435619,107.68278813342715
-6.863241167745188,107.59331480887091
-6.897810537589138,107.72543949029203
-6.914767971661786,107.66038257611554
-6.953106318277173,107.68913863822696
-6.867768649501259,107.61212218590565
-6.92437628822658,107.63001931528605
-6.959217299655111,107.62424512217235
-6.953037222668215,107.62123794026473
-6.911425086409304,107.59125255121064
-6.918306089728362,107.65738605769006
-6.918589865570898,107.63658703202076
-6.95031319298537,107.61777610690012
-6.932967345037032,107.66171866245335
-6.907092285894246,107.60795239109555
-6.936179625709057,107.61699642146274
-6.9168355098706025,107.63110275543126
-6.916885915720777,107.56612516692381
-6.9357351636339395,107.59574483130659
-6.919090875175174,107.64386558176236
-6.904195643476421,107.64908965681731
-6.941992625340686,107.62922061042363
-6.96165339084563,107.59182777379222
-6.964653022851453,107.65297007914145
-6.9444948973357175,107.61133100488581
-6.880932874434449,107.57513700936886
-6.927549378306663,107.67496545310644
-6.914527367707712,107.71586649540194
-6.926989735991688,107.70919193344776
-6.909699918249493,107.68686687031523
-6.91396047154613,107.71339611698717
-6.940932506733144,107.6114833543758
-6.884984392206382,107.63259719185815
-6.877567928509759,107.57742508680839
-6.952635995948423,107.59442954128376
-6.901599309391931,107.61147339083121
-6.920092357795351,107.69933442224374
-6.901569123955411,107.73473734064225
-6.912231911445687,107.65001522788425
-6.895613736039883,107.56056168641757
-6.851988398564372,107.59679134573655
-6.898767813465775,107.66972283478933
-6.949383744897551,107.585046246421
-6.904015366776443,107.65097706216326
-6.936076064798281,107.61662738148007
-6.878648302474684,107.58262967574882
-6.899172771219131,107.6696845781809
-6.962017586536032,107.6230426158506
-6.910687555198725,107.68486948883142
-6.945992721754589,107.57288826499389
-6.872978241621188,107.60324778276212
-6.848028079986125,107.61531125372221
-6.958794895450952,107.66075477883118
-6.968517413328472,107.68156150935752
-6.929887968819678,107.63411158034093
-6.876443469894173,107.62130651976183
-6.93938167874797,107.71546188039476
-6.940088442287067,107.58316878174472
-6.937826663547887,107.60490961993246
-6.952890666457824,107.69867628578471
-6.9240831128900835,107.61404363182815
-6.8663896947479275,107.5993480125454
-6.963819313196022,107.66909058683261
-6.903010060376777,107.71604635134842
-6.916518496927611,107.68180198882725
-6.942475304932828,107.63391256298328
-6.954142825647835,107.6852565735208
-6.9430079835308565,107.64405273771436
-6.895199480300692,107.67156604758001
-6.932655633853893,107.70151564386538
-6.921042007696629,107.63476680996622
-6.8753647369555395,107.6015289372024
-6.904370736740729,107.68844685830597
-6.9130815239211,107.59777159229388
-6.869338944997336,107.59755429167241
-6.925432611223442,107.69233870602545
-6.909382421126698,107.6540917311109
-6.943503733193512,107.70796270735595
-6.9126880541809905,107.64150994436248
-6.895686380197227,107.61480212194573
-6.886381563634829,107.66964204769968
-6.936962798976318,107.67230091567714
-6.877959740002346,107.59541406429209
-6.893792920756221,107.58997565399292
-6.962641646861577,107.7001539519005
-6.913082325412475,107.62066236473947
-6.903913795470157,107.61121836214868
-6.955059820601701,107.66111399170086
-6.908663701925285,107.70056824869583
-6.949988661016882,107.67315155592068
-6.913826206234634,107.60586486570826
-6.96905516184337,107.6896268024903
-6.93247097882528,107.56286774517763
-6.911333403776757,107.62425415428748
-6.898198198199594,107.70769194004521
-6.905559929340439,107.68869869428185
-6.943492407717111,107.59824536521681
-6.859156357865905,107.59184060347916
-6.933821236788163,107.57020832920043
-6.9356042916579845,107.61798309060259
-6.947914379730085,107.6997352059005
-6.917980173491964,107.69339668629672
-6.9494513577576,107.57744317828987
-6.932185973590566,107.71921891498147
-6.933663927249389,107.62594551707944
-6.908817181528157,107.62635557129424
-6.940370311691284,107.65306479396071
-6.8633578841555325,107.60410342954272
-6.953636826126411,107.71002451754505
-6.964593758511813,107.70527727671157
-6.897901617914559,107.66858812628301
-6.901851584668529,107.601957821098
-6.9396394141784645,107.64774431819302
-6.956023372820027,107.6200959119287
-6.934550615216933,107.57314917469408
-6.899363363046643,107.66892962656611
-6.910105694510734,107.57321369887762
-6.909613475601597,107.60727316489331
